customer_id,first_name,last_name,phone_number,email,city,plan_type
46,Rudra,Sibal,9306347038,ddalia@example.com,Delhi,POSTPAID
47,Diya,Dasgupta,9942286266,omkaar39@example.com,Chennai,PREPAID
48,Jagrati,Deep,9705931753,rajadweta@example.com,Chennai,PREPAID
49,Isha,Halder,9166178857,sarkarvictor@example.net,Bengaluru,PREPAID
50,Leena,Barman,9989541357,vchokshi@example.com,Bengaluru,PREPAID
51,Mohini,Om,9622248846,hritik60@example.org,Mumbai,POSTPAID
52,Anmol,Sane,9838392021,kibedarsh@example.net,Bengaluru,PREPAID
53,Thomas,Mander,9511175014,gaurangi01@example.com,Bengaluru,POSTPAID
54,Janaki,Kant,9193561596,unni99@example.net,Chennai,PREPAID
55,Chakradev,Deo,9525308951,bhattacharyyajagrati@example.org,Delhi,POSTPAID
56,Warhi,Sem,9591277063,brijeshjha@example.org,Pune,PREPAID
57,Ekbal,Prabhakar,9906488117,ikibe@example.org,Chennai,PREPAID
58,Sarthak,Bhatti,9557098746,yochanasheth@example.org,Hyderabad,PREPAID
59,Ronith,Uppal,9350358526,mahika54@example.com,Mumbai,POSTPAID
60,Bhavini,Sani,9350732442,yug30@example.net,Chennai,PREPAID
61,Rishi,Naik,9935942039,evig@example.net,Delhi,POSTPAID
62,Quincy,Mammen,9695439877,vrinda65@example.org,Bengaluru,PREPAID
63,Raksha,Mishra,9366542668,bhattacharyyabhanumati@example.org,Delhi,PREPAID
64,Siddharth,Garg,9407784870,adas@example.com,Bengaluru,POSTPAID
65,Anvi,Warrior,9592032525,fariq80@example.com,Hyderabad,POSTPAID
66,Urishilla,Prasad,9298901168,pranav07@example.net,Bengaluru,PREPAID
67,Radhika,Rout,9727415536,vbose@example.net,Bengaluru,PREPAID
68,Tanveer,Dayal,9381794037,bachittar11@example.com,Mumbai,POSTPAID
69,Chandresh,Thaker,9907747467,wriddhish14@example.org,Mumbai,PREPAID
70,Udant,Vasa,9744788465,mannanodika@example.com,Hyderabad,POSTPAID
71,Nitesh,Mane,9122263783,amairapillay@example.com,Chennai,POSTPAID
72,Veda,Agarwal,9365634693,avitak@example.com,Mumbai,PREPAID
73,Janani,Nanda,9145719823,jtalwar@example.com,Chennai,POSTPAID
74,Tejas,Sarma,9358829429,sahniveer@example.com,Mumbai,POSTPAID
75,Ekanta,Dhar,9609324937,baghyawati94@example.org,Mumbai,POSTPAID
76,Hritik,Shroff,9915956417,puppal@example.org,Pune,PREPAID
77,Jagrati,Subramaniam,9168896165,madhavi17@example.net,Hyderabad,POSTPAID
78,Xavier,Upadhyay,9807406956,jananibumb@example.org,Chennai,POSTPAID
79,Champak,Comar,9179702756,skulkarni@example.org,Hyderabad,POSTPAID
80,Rishi,Kashyap,9932542204,ybhakta@example.org,Mumbai,POSTPAID
81,Tanvi,Ratta,9863853341,nagarajanindira@example.com,Pune,POSTPAID
82,Balhaar,Gera,9997789574,akoshy@example.org,Bengaluru,PREPAID
83,Nathan,Sheth,9488571156,ydey@example.net,Pune,POSTPAID
84,Faras,Kant,9413423535,raofalguni@example.org,Hyderabad,PREPAID
85,Vinaya,Rajagopalan,9896519490,poojasem@example.org,Pune,PREPAID
86,Dev,Merchant,9864657324,irya44@example.net,Hyderabad,POSTPAID
87,Anika,Gola,9110324945,amall@example.net,Pune,PREPAID
88,Ranbir,Virk,9407679108,nadigshivansh@example.com,Mumbai,PREPAID
89,Ira,Soman,9561688793,butalafrado@example.com,Mumbai,PREPAID
90,Dhruv,Dugar,9934904919,xhayre@example.net,Delhi,POSTPAID
91,Unnati,Sangha,9491340416,pavani02@example.net,Mumbai,PREPAID
92,Sachi,Prasad,9224060658,jhaamara@example.net,Delhi,PREPAID
93,Chaitanya,Mohanty,9867360735,dharzilmil@example.org,Chennai,POSTPAID
94,Abdul,Basu,9903158620,manthanbains@example.com,Bengaluru,PREPAID
95,Damyanti,Suri,9114466262,rakshabehl@example.net,Chennai,PREPAID
96,Hemangini,Jha,9974599194,gsekhon@example.com,Delhi,POSTPAID
97,Hemani,Virk,9470692798,mitrabrijesh@example.net,Hyderabad,PREPAID
98,Tanveer,Goswami,9616732243,xchadha@example.com,Pune,PREPAID
99,Udarsh,Thaman,9702219214,jonathanbuch@example.net,Mumbai,POSTPAID
100,Qarin,Bandi,9601727786,bainsijaya@example.org,Bengaluru,POSTPAID
101,Rehaan,Rana,9550235670,rushil18@example.com,Hyderabad,PREPAID
102,Aayush,Patla,9242647021,tripathibahadurjit@example.org,Mumbai,PREPAID
103,Warjas,Hari,9794124313,ywali@example.org,Pune,PREPAID
104,Nihal,Apte,9437125554,onkarjha@example.com,Hyderabad,POSTPAID
105,Max,Mukherjee,9374643492,karanvincent@example.net,Hyderabad,PREPAID
106,Avi,Kant,9726450371,bhavnahari@example.com,Bengaluru,PREPAID
107,Aashi,Kaur,9344502468,fchandra@example.org,Delhi,POSTPAID
108,Meera,Sarma,9382709052,madhavibiswas@example.net,Mumbai,PREPAID
109,Jonathan,Luthra,9677058787,vasudha50@example.org,Pune,PREPAID
110,Imaran,Shere,9502070755,chaitanyaacharya@example.com,Pune,POSTPAID
111,Sachi,Rattan,9269765904,kiaanwalia@example.com,Bengaluru,PREPAID
112,Nachiket,Aurora,9160932604,unni17@example.net,Mumbai,POSTPAID
113,Ranveer,Lad,9393870486,bray@example.net,Delhi,PREPAID
114,Bhavya,Bath,9502409853,banikdayamai@example.net,Mumbai,PREPAID
115,Jeet,Bhatnagar,9606537180,geraraksha@example.com,Hyderabad,PREPAID
116,Anthony,Munshi,9501209774,kgopal@example.net,Delhi,PREPAID
117,Prisha,Sem,9698705496,achauhan@example.org,Chennai,PREPAID
118,Teerth,Keer,9678096645,gourchakradev@example.com,Hyderabad,POSTPAID
119,Vasana,Kunda,9200923729,bhasinjairaj@example.com,Hyderabad,PREPAID
120,Jagdish,Vasa,9460995763,horafaqid@example.org,Chennai,PREPAID
121,Veer,Pradhan,9315223528,rachana83@example.com,Hyderabad,POSTPAID
122,Yochana,Sekhon,9792160285,phayer@example.com,Chennai,POSTPAID
123,Urmi,Chowdhury,9941755378,priya19@example.org,Pune,PREPAID
124,Diya,Gaba,9631917982,parikhwriddhish@example.com,Pune,PREPAID
125,Unnati,Thaker,9426979602,finn22@example.com,Pune,PREPAID
126,Ekta,Amble,9387290028,ekaja19@example.net,Hyderabad,POSTPAID
127,Hardik,Jani,9290002893,babucharita@example.com,Bengaluru,PREPAID
128,Amol,Muni,9483418882,oeshi95@example.org,Chennai,POSTPAID
129,Aarush,Som,9623618583,gagan65@example.net,Bengaluru,POSTPAID
130,Faraj,Kurian,9265307218,iramachandran@example.net,Delhi,POSTPAID
131,Advik,Amble,9496743030,prisha30@example.org,Bengaluru,PREPAID
132,Brinda,Krishnan,9813997385,waidamurty@example.net,Mumbai,PREPAID
133,Owen,Bandi,9190929914,qushi40@example.com,Chennai,POSTPAID
134,Girindra,Sharaf,9399463290,ekbaluppal@example.org,Pune,POSTPAID
135,Sneha,Wagle,9167924162,geetika84@example.com,Bengaluru,PREPAID
136,Bimala,Jha,9202582384,rehaanboase@example.org,Mumbai,PREPAID
137,Brijesh,Mahal,9700513333,yutikasule@example.com,Pune,PREPAID
138,Anirudh,Dayal,9976962038,sibalgautami@example.net,Hyderabad,PREPAID
139,Turvi,Bhardwaj,9669928545,wrajan@example.org,Mumbai,PREPAID
140,Advaith,Sura,9373654770,wrideshverma@example.org,Pune,PREPAID
141,Gunbir,Sandhu,9287709367,fitanluthra@example.org,Pune,PREPAID
142,Irya,Balasubramanian,9992052273,vidhi07@example.net,Hyderabad,POSTPAID
143,Jalsa,Shetty,9379603715,surigarima@example.com,Delhi,POSTPAID
144,Alka,Toor,9690087185,luckysem@example.net,Chennai,PREPAID
145,Samesh,Magar,9183057726,sachi90@example.com,Chennai,PREPAID
146,Ekaja,Mishra,9914206606,hemamodi@example.com,Pune,POSTPAID
147,Harrison,Devan,9193834315,chanakyaramakrishnan@example.com,Chennai,PREPAID
148,Tanay,Bora,9367278299,graval@example.org,Chennai,POSTPAID
149,Faris,Bandi,9351388398,wriddhishsawhney@example.org,Chennai,POSTPAID
150,Rajata,Sharaf,9571197956,yutika69@example.net,Delhi,PREPAID
151,Nandini,Kuruvilla,9347337768,omajaghosh@example.com,Bengaluru,POSTPAID
152,Jagvi,Sastry,9419032254,adyakorpal@example.com,Mumbai,POSTPAID
153,Bhavika,Saini,9576951366,usarkar@example.net,Chennai,POSTPAID
154,Chakradhar,Pillai,9242963413,williamchatterjee@example.org,Mumbai,POSTPAID
155,Jack,Pillay,9302001890,lallanay@example.com,Bengaluru,PREPAID
156,Rajeshri,Agate,9593136012,patrick89@example.net,Hyderabad,PREPAID
157,Reyansh,Kashyap,9655912600,aashiram@example.com,Pune,PREPAID
158,Atharv,Setty,9136842171,varshalala@example.org,Hyderabad,POSTPAID
159,Abdul,Raghavan,9111304341,ekavir59@example.net,Pune,PREPAID
160,Raksha,Tandon,9155877808,ishanvikala@example.com,Mumbai,PREPAID
161,Bhavya,Wadhwa,9614904864,yhayre@example.com,Delhi,POSTPAID
162,Advika,Ghosh,9880195904,uppalamrita@example.com,Mumbai,PREPAID
163,Bishakha,Dayal,9932771250,yochanadasgupta@example.net,Hyderabad,PREPAID
164,Manthan,Pingle,9494028321,wnarayanan@example.net,Delhi,PREPAID
165,Udarsh,Bala,9881101622,glad@example.com,Delhi,PREPAID
166,Pushti,More,9498499607,tanvi12@example.net,Delhi,POSTPAID
167,Harrison,Sharaf,9142494757,yuvraj99@example.org,Delhi,PREPAID
168,Omkaar,Suri,9286629839,shravya41@example.org,Bengaluru,POSTPAID
169,Wahab,Sule,9943497871,harshvenkatesh@example.net,Delhi,PREPAID
170,Kala,Kaul,9710018822,tanvi82@example.com,Hyderabad,PREPAID
171,Chakradhar,Goel,9711827446,shenoyhiral@example.com,Bengaluru,PREPAID
172,Oeshi,Bandi,9661374596,sethiforum@example.org,Chennai,POSTPAID
173,Darpan,Deo,9156173284,pranit02@example.com,Delhi,PREPAID
174,Kashish,Bhardwaj,9530810940,dasguptaaashi@example.net,Hyderabad,POSTPAID
175,Leena,Merchant,9376139138,sethishivani@example.com,Hyderabad,PREPAID
176,Samesh,Jain,9903357631,neelimasachdev@example.com,Mumbai,POSTPAID
177,Sathvik,Chaudhary,9222140387,thamanchandani@example.com,Bengaluru,POSTPAID
178,Ayushman,Mukhopadhyay,9678822082,warjas00@example.net,Delhi,PREPAID
179,Zehaan,Balakrishnan,9470688270,ygolla@example.net,Pune,POSTPAID
180,Mahika,Keer,9662937357,xthaker@example.net,Chennai,PREPAID
181,Harita,Talwar,9275262851,matthew83@example.org,Chennai,PREPAID
182,Arjun,Nadig,9929195853,rajanakul@example.com,Chennai,POSTPAID
183,Irya,Basak,9905131351,pavani96@example.com,Hyderabad,PREPAID
184,Gavin,Deshmukh,9468924289,narayanbhavini@example.net,Mumbai,POSTPAID
185,Mohammed,Sani,9356781529,mkurian@example.com,Delhi,POSTPAID
186,Warhi,De,9962456624,ybhandari@example.org,Delhi,PREPAID
187,Chanchal,Majumdar,9650579740,ibadami@example.net,Delhi,PREPAID
188,Urvashi,Prasad,9151932302,bhavya32@example.net,Chennai,POSTPAID
189,Rachana,Mander,9929068026,lsaraf@example.org,Bengaluru,POSTPAID
190,Amara,Rajagopalan,9418091206,ishani67@example.com,Hyderabad,PREPAID
191,Charan,Swaminathan,9359552629,janani82@example.org,Pune,POSTPAID
192,Bhavani,Ahluwalia,9492335164,sonihiral@example.com,Chennai,POSTPAID
193,Kiaan,Chakraborty,9755789405,gautami54@example.org,Delhi,POSTPAID
194,Kalpit,Mangal,9377246970,wom@example.com,Mumbai,PREPAID
195,Rishi,Patla,9412985956,lalaudarsh@example.com,Bengaluru,PREPAID
196,Ekanta,Bhat,9283446555,simonkara@example.com,Pune,PREPAID
197,Jack,Varty,9682816132,jkeer@example.net,Chennai,PREPAID
198,Ekavir,Jayaraman,9860943748,bhandarishivani@example.org,Pune,PREPAID
199,Widisha,Bath,9604534144,behlpooja@example.net,Delhi,PREPAID
200,Jeremiah,Choudhry,9915802774,paigabriel@example.net,Bengaluru,PREPAID
201,Darsh,Kakar,9547460654,dayamaisrinivasan@example.net,Bengaluru,PREPAID
202,Gagan,Bhagat,9239860554,matthewdalal@example.net,Mumbai,POSTPAID
203,Eiravati,Tata,9325344097,praneel73@example.org,Pune,POSTPAID
204,Libni,Rattan,9154807938,ryanmitra@example.net,Mumbai,POSTPAID
205,Warinder,Rout,9125221537,jkaul@example.com,Hyderabad,PREPAID
206,Dhruv,Deshmukh,9379076077,omya42@example.net,Hyderabad,POSTPAID
207,Naksh,Peri,9936163826,satheekansh@example.com,Delhi,POSTPAID
208,Ria,Deep,9734543773,kalitasuhani@example.org,Pune,POSTPAID
209,Darika,Balan,9348995511,kondaomaja@example.com,Mumbai,POSTPAID
210,Samaksh,Balan,9829107222,aryangoswami@example.org,Bengaluru,PREPAID
211,Mitali,Sachdev,9145010178,yugbarman@example.com,Delhi,PREPAID
212,Tanish,Misra,9627219664,kalpitsane@example.net,Pune,PREPAID
213,Niharika,Magar,9793298554,mangaljeevika@example.com,Hyderabad,PREPAID
214,Atharv,Sachar,9786880673,naksh24@example.net,Hyderabad,PREPAID
215,Ethan,Goswami,9166404971,ekanta81@example.com,Chennai,POSTPAID
216,Chavvi,Ramesh,9236452453,oeshi43@example.net,Delhi,PREPAID
217,Dipta,Gole,9285941716,meghana82@example.net,Delhi,PREPAID
218,Lavanya,Kunda,9196921455,rarora@example.net,Bengaluru,POSTPAID
219,Janani,Bora,9875966055,idika53@example.org,Hyderabad,PREPAID
220,Ayaan,Narasimhan,9187674079,badallipika@example.org,Delhi,PREPAID
221,Zayan,Chahal,9606468180,aarna62@example.net,Pune,POSTPAID
222,Libni,Shroff,9717842905,hemal59@example.com,Delhi,PREPAID
223,Anirudh,Gulati,9531228752,madanfrado@example.org,Mumbai,POSTPAID
224,Zarna,Uppal,9611688575,wsani@example.com,Chennai,PREPAID
225,Harini,Lal,9396006553,zsalvi@example.com,Hyderabad,POSTPAID
226,Manbir,Agarwal,9670875366,somyamini@example.com,Chennai,PREPAID
227,Raksha,Vala,9606745397,brijesh05@example.org,Hyderabad,PREPAID
228,Hitesh,Mukherjee,9425635915,balendra03@example.com,Mumbai,PREPAID
229,Anika,Brar,9823399200,sarasamra@example.com,Delhi,PREPAID
230,Ladli,Chopra,9144442069,oliver06@example.com,Delhi,PREPAID
231,Henry,Deep,9507585383,faqidmahal@example.net,Chennai,POSTPAID
232,Zehaan,Rout,9361867751,widisha29@example.org,Chennai,PREPAID
233,Bishakha,Banerjee,9274149718,jshetty@example.com,Delhi,PREPAID
234,Anjali,Chadha,9164045247,banerjeebimala@example.com,Chennai,PREPAID
235,Chakradhar,Ray,9115980248,shravyamaharaj@example.com,Chennai,POSTPAID
236,Faras,Agate,9742077860,santdevika@example.org,Mumbai,PREPAID
237,Chanchal,Kannan,9207675365,anthony21@example.com,Mumbai,POSTPAID
238,Ishaan,Aurora,9641237951,aashigoswami@example.com,Mumbai,POSTPAID
239,Dhruv,Sandal,9899775718,fchhabra@example.com,Mumbai,PREPAID
240,Kai,Bera,9228541443,nachiketshanker@example.com,Mumbai,POSTPAID
241,Vaishnavi,Zachariah,9279316611,eta77@example.org,Pune,POSTPAID
242,Radhika,Agate,9427118719,jkannan@example.com,Hyderabad,PREPAID
243,Aryan,Venkatesh,9249655066,ishaanlad@example.com,Mumbai,PREPAID
244,Elijah,Oak,9415397792,ishaan69@example.com,Hyderabad,POSTPAID
245,Zilmil,Nath,9977422659,dharkashvi@example.com,Chennai,PREPAID
246,Bhavika,Dewan,9266461961,venkateshvansha@example.org,Bengaluru,PREPAID
247,Hardik,Gokhale,9616441117,bhavika31@example.net,Bengaluru,POSTPAID
248,Noah,Kala,9345487008,paninitak@example.net,Mumbai,PREPAID
249,Jairaj,Vasa,9194697960,luthradevansh@example.net,Hyderabad,PREPAID
250,Omaja,Pandey,9759365675,ldada@example.net,Hyderabad,POSTPAID
251,Anamika,Salvi,9925569053,tnagi@example.net,Mumbai,POSTPAID
252,Bishakha,Mital,9160851900,tseth@example.net,Hyderabad,PREPAID
253,Kritika,Pall,9315777005,pushti95@example.org,Delhi,PREPAID
254,Dipta,Sane,9969717499,advaysood@example.org,Hyderabad,POSTPAID
255,Tarak,Sur,9649005495,kmangat@example.net,Mumbai,POSTPAID
256,Kashish,Ratta,9260217741,singhansh@example.com,Chennai,POSTPAID
257,Waida,Hayre,9497683526,godaandrew@example.com,Bengaluru,PREPAID
258,Yashasvi,Basak,9401073139,hnatt@example.net,Bengaluru,PREPAID
259,Bina,Mall,9377116251,falguni15@example.org,Hyderabad,PREPAID
260,Charan,Dutt,9704213604,ompushti@example.com,Chennai,PREPAID
261,Balhaar,Parekh,9797138182,usheth@example.org,Chennai,POSTPAID
262,Yashawini,Singh,9306725984,ggokhale@example.com,Bengaluru,PREPAID
263,Yash,Chokshi,9118460433,rsankar@example.net,Bengaluru,POSTPAID
264,Neel,Kapadia,9853794966,tjani@example.net,Hyderabad,PREPAID
265,Yash,Dhingra,9134322600,ojasvimammen@example.org,Mumbai,POSTPAID
266,Faras,Batta,9464776333,radhapuri@example.com,Hyderabad,POSTPAID
267,Suhani,Kari,9478582510,samakshguha@example.net,Delhi,POSTPAID
268,Viraj,Nigam,9380014589,jyoti86@example.com,Chennai,PREPAID
269,Falan,Bhagat,9156080846,abhimanyu91@example.net,Mumbai,POSTPAID
270,Vidhi,Chahal,9939408343,panini92@example.org,Mumbai,PREPAID
271,Advik,Narain,9478053809,idikabadami@example.com,Mumbai,POSTPAID
272,Maanav,Jani,9235724827,sanayachadha@example.com,Pune,PREPAID
273,Bhavini,Dewan,9318746930,baliodika@example.org,Delhi,PREPAID
274,Ayush,Datta,9974641830,samarth17@example.org,Bengaluru,POSTPAID
275,Lucky,Ramakrishnan,9298202976,hiral81@example.org,Pune,POSTPAID
276,Ethan,Behl,9377480404,yutika81@example.net,Chennai,PREPAID
277,Abhiram,Dutta,9973784202,chanchal13@example.org,Pune,PREPAID
278,Ekapad,Chawla,9757420417,omkaar53@example.net,Pune,POSTPAID
279,Varenya,Balasubramanian,9824712476,liampatil@example.net,Hyderabad,POSTPAID
280,Ryan,Ramanathan,9705338722,hsubramanian@example.org,Chennai,POSTPAID
281,Saksham,Behl,9287130038,diyer@example.org,Delhi,POSTPAID
282,Benjamin,Chanda,9527543927,robert22@example.org,Chennai,PREPAID
283,Bhavani,Bhattacharyya,9234695667,sagarturvi@example.org,Bengaluru,PREPAID
284,Bishakha,Gole,9770621583,gbanik@example.org,Pune,POSTPAID
285,Tanay,Rao,9899197049,rbail@example.org,Delhi,PREPAID
286,Kritika,Sur,9858590473,sudiksha06@example.org,Hyderabad,POSTPAID
287,Upkaar,Mital,9703133805,rvohra@example.org,Delhi,PREPAID
288,Chatura,Muni,9796940835,keernachiket@example.org,Mumbai,POSTPAID
289,Chanakya,Majumdar,9634341256,ronithmajumdar@example.com,Hyderabad,PREPAID
290,Garima,Bhargava,9735207296,xbrar@example.com,Hyderabad,PREPAID
291,Dhriti,Kala,9404301359,dparmar@example.net,Hyderabad,POSTPAID
292,Banjeet,Bhatt,9805640722,ntalwar@example.net,Bengaluru,PREPAID
293,Lekha,Karnik,9911756810,michaelram@example.net,Delhi,POSTPAID
294,Nitara,Kata,9388722054,aarna75@example.com,Hyderabad,PREPAID
295,Yahvi,Virk,9678262927,rauguneet@example.com,Bengaluru,POSTPAID
296,Yatan,Chokshi,9576880692,charanmaster@example.com,Bengaluru,POSTPAID
297,Akshay,Raghavan,9552119629,ahluwaliadayita@example.com,Bengaluru,PREPAID
298,William,Bala,9138301309,bchand@example.com,Bengaluru,POSTPAID
299,Henry,Chada,9283684613,nachiketvarty@example.org,Mumbai,POSTPAID
300,Rachita,Sengupta,9971367172,lsetty@example.net,Delhi,POSTPAID
301,Ojas,Deol,9550285348,ekalinga07@example.com,Chennai,PREPAID
302,Yashodhara,Bhat,9942931366,krishnanjanaki@example.com,Hyderabad,PREPAID
303,Pranit,Bains,9339775568,veertank@example.org,Bengaluru,PREPAID
304,Aayush,Pant,9570443639,bandiamara@example.com,Mumbai,PREPAID
305,Arya,Sinha,9941872739,kaleaarna@example.net,Chennai,POSTPAID
306,Harshil,Luthra,9778834207,isaiah68@example.com,Delhi,POSTPAID
307,Vasana,Parsa,9511490766,rpatil@example.com,Hyderabad,PREPAID
308,Madhavi,Sekhon,9435523066,aradhanasaran@example.com,Bengaluru,PREPAID
309,Maanav,Kar,9815851125,hemal43@example.org,Pune,POSTPAID
310,Orinder,Natarajan,9537484187,aarush73@example.org,Bengaluru,POSTPAID
311,Dayamai,Bhargava,9985935051,mramesh@example.net,Pune,POSTPAID
312,Gabriel,Yogi,9625622280,msuresh@example.net,Delhi,PREPAID
313,Gunbir,Dass,9958066865,falgunisaha@example.com,Mumbai,PREPAID
314,Siya,Som,9984253334,ydoshi@example.com,Delhi,PREPAID
315,Gayathri,Sabharwal,9157286014,cherianmohammed@example.org,Hyderabad,PREPAID
316,Rachita,Mistry,9220092220,nitaraparmer@example.net,Mumbai,POSTPAID
317,Ekaraj,Chahal,9710040049,nandasachi@example.com,Chennai,POSTPAID
318,Gabriel,Baral,9728950376,esarma@example.net,Chennai,POSTPAID
319,Nirja,Kakar,9163292793,saranaayush@example.net,Chennai,POSTPAID
320,Zayan,Memon,9522757427,yuvrajdivan@example.org,Hyderabad,PREPAID
321,Isha,Pandya,9320542072,bhattacharyyaeta@example.net,Bengaluru,POSTPAID
322,Ayushman,Prabhu,9170945601,yashica59@example.org,Chennai,PREPAID
323,Manbir,Bera,9768343765,michael41@example.com,Bengaluru,POSTPAID
324,Aahana,Sani,9715120457,ranganathanhemang@example.net,Mumbai,PREPAID
325,Aarnav,Gola,9486991263,iraroy@example.com,Bengaluru,PREPAID
326,Farhan,Munshi,9399704895,vedikasheth@example.org,Chennai,POSTPAID
327,Ekansh,Pingle,9183052354,jasonmore@example.org,Pune,POSTPAID
328,Pavani,Batra,9162143991,emuni@example.org,Bengaluru,PREPAID
329,Vanya,Sampath,9559103383,bkanda@example.net,Mumbai,POSTPAID
330,Vansha,Natt,9168966938,mallpranav@example.net,Bengaluru,POSTPAID
331,Utkarsh,Hayer,9315823026,qabil45@example.net,Chennai,PREPAID
332,Deepa,Jhaveri,9588820972,emohan@example.com,Chennai,POSTPAID
333,Varenya,Naik,9524520459,darika54@example.org,Pune,POSTPAID
334,Hamsini,Gill,9904029840,hritiksaini@example.com,Bengaluru,POSTPAID
335,Jack,Chanda,9354645779,chavvisen@example.com,Mumbai,POSTPAID
336,Jairaj,Ben,9345670433,sahnigirindra@example.org,Delhi,POSTPAID
337,Bhavika,Prasad,9130548866,chaudharyjhalak@example.com,Bengaluru,PREPAID
338,Manya,Date,9381145757,alkaganesh@example.org,Bengaluru,PREPAID
339,Lavanya,Brahmbhatt,9208350866,saanvibuch@example.com,Pune,POSTPAID
340,Tripti,Gopal,9452705096,ekani95@example.com,Bengaluru,PREPAID
341,Bhavna,Tiwari,9743129850,ydey@example.org,Bengaluru,POSTPAID
342,Vedhika,Gulati,9202235298,boramohammed@example.org,Bengaluru,PREPAID
343,Tristan,Chadha,9488537451,ebath@example.com,Bengaluru,POSTPAID
344,Advika,Dalal,9643926460,singhnidra@example.net,Hyderabad,POSTPAID
345,Warjas,Kunda,9234357430,gaurangparikh@example.org,Chennai,PREPAID
346,Hemangini,Bala,9466173061,hegdedivya@example.org,Hyderabad,PREPAID
347,Ethan,Raval,9851471989,beradarika@example.net,Bengaluru,POSTPAID
348,Girik,Chander,9156191182,chandanivirk@example.net,Bengaluru,PREPAID
349,Om,Batra,9615693995,rtandon@example.org,Delhi,PREPAID
350,Wazir,Shenoy,9785102172,ethangrover@example.org,Chennai,PREPAID
351,Amol,Raval,9527689636,balayoliver@example.net,Mumbai,PREPAID
352,Veda,Raju,9663889108,zramakrishnan@example.org,Bengaluru,PREPAID
353,Xavier,Shukla,9977185790,ojasvibalan@example.com,Pune,POSTPAID
354,Edhitha,Prakash,9220871373,yash67@example.com,Pune,POSTPAID
355,Samuel,Brahmbhatt,9121458718,nathanhanda@example.net,Hyderabad,PREPAID
